Observation_Id,Main_Incoming_Water,Packed_Volume,Beer_Brewed_HG,Racked_Volume,Filter_Total_volume,Line_1_Packed_Volume,Line_2_Packed_Volume,Line_3_Packed_Volume,Line_4_Packed_Volume,Line_5_Packed_Volume,Line_6_Packed_Volume
OBS101332,2.78856,27224.81415,11350.85772,16076.86872,34083.5075,2415.346653,2497.393326,10071.46517,5702.052087,8234.429092,2072.145479
OBS101333,3.32668,20764.69571,10808.26829,5612.471054,24524.67014,2800.548779,1302.030817,4646.389837,4486.85914,2091.13044,5678.166757
OBS101334,2.5554,25400.5,11218.25,11383,35000.5,3403,1600,6700,2529.5,4887.5,2811.5
OBS101335,2.74375,24411.5894,7664.003656,13893.14978,21411.7723,5251.074452,2751.351869,8353.083091,5230.338624,5376.078425,3394.905695
OBS101336,6.88158,14235,15400.66667,15131,30009.33333,3369.33333,1267.66667,3856,1950.66667,3340.33333,3858.66667
OBS101337,39.2973,905.844176,16180.08331,16809.85829,21418.37154,5817.5535,2243.22129,2940.065281,1049.834706,2401.810917,6094.029666
OBS101338,3.61396,19408.23497,11032.01377,12160.90222,22967.06378,3240.159331,2575.229829,3810.325425,3850.720368,4195.805435,1462.766136
OBS101339,3.42044,21119.96134,6544.64116,12074.53116,22321.27464,2055.981936,2396.627556,5312.204836,5759.517233,906.6241148,4399.726134
OBS101340,2.62724,30419.96772,13250.75207,14428.89244,34796.45368,1888.927769,2732.585159,5126.572836,4944.248202,8215.278906,5759.600343
OBS101341,2.9703,21657.71112,9180.306684,11447.24098,22400.85141,3711.405356,2100.337186,7728.9653,2910.869185,4695.845627,57.14477812
OBS101342,4.31058,16407.57408,16025.68965,13038.62185,14557.30331,405.4535075,2688.492195,26.42969593,6093.891157,6621.148568,2.732951862
OBS101343,15.33656,5212.168617,16797.74076,16313.84339,23525.31995,3037.761246,1462.875293,3677.382004,5308.127116,5280.915532,3620.345793
OBS101344,2.93704,22938.25755,10674.50906,9553.589022,26400.45867,2727.280214,1552.540745,6903.812751,2475.914223,3465.786242,3435.596542
OBS101345,3.28757,21351.57473,11075.09077,15187.31998,26867.69272,3833.711868,764.8098608,7963.058555,3633.908761,4777.138962,1995.218227
OBS101346,3.02156,28461.08321,15523.23484,16623.55816,30059.87306,5405.814794,2145.672221,8013.593708,5866.026633,6700.278446,4736.42959
OBS101347,2.50536,29887.25911,8026.054017,14137.92519,28734.75926,4733.927015,1814.911994,10322.90779,5490.460411,7194.808825,1558.150861
OBS101348,2.6818,25174.64169,9833.159215,13408.2427,38220.42208,3503.045643,3414.705902,3984.248467,5194.466954,1877.93468,6830.232883
OBS101349,3.46327,24865,17363.5,17041,34055,4691.5,2505.5,7855.5,5683.5,3911.5,5569.5
OBS101350,3.35408,24957.76916,12737.9568,12388.56719,26139.19359,3760.955605,1939.983331,6009.850887,4902.551418,8396.406123,1082.498578
OBS101351,3.16621,20414.57403,10756.78945,17447.23525,17893.26607,3374.829169,2695.976136,4996.173741,5156.193667,34.6746988,3603.134336
OBS101352,3.093,21992.13321,18374.09389,11863.86269,30068.5455,4184.866276,1323.311388,5842.211532,5392.224128,4391.619418,3251.301626
OBS101353,4.07579,15654.38059,10257.56486,18060.3642,24597.54353,357.6574727,2112.000841,8846.175986,5170.901899,2364.018899,5165.730394
OBS101354,2.58403,29795.38228,15437.65593,13166.27634,25001.19623,2928.411767,3034.486846,9660.870673,4573.107832,5541.586309,3167.562092
OBS101355,14.64064,9143,4108.83333,13829.33333,14797,3028.66667,1011.66667,1042,1644.66667,1330.66667,963.66667
OBS101356,69.07104,,8407.124082,9590.917847,20600.89541,2282.228414,620.0074235,4627.382997,887.1412335,4984.056086,2398.463953
OBS101357,50.34364,580.1815726,7135.939776,9360.53713,17810.50148,3862.191399,1703.4148,4227.292086,769.1539352,7387.046034,4606.760549
OBS101358,2.97093,21318.75329,6679.815021,8485.618089,17562.23012,1971.737893,1718.05873,3619.926342,6248.863339,8124.59947,1107.547902
OBS101359,2.76666,24066.25595,11054.29196,7797.433162,24269.90258,2872.639093,777.0517414,7276.917828,4699.807541,,1041.461826
OBS101360,4.96078,15744,0,0,0,4506.5,2455,2044.5,4596,0,3694
OBS101361,3.55698,18223.84626,13405.47488,8328.449336,15044.23952,3026.26074,1075.1575,1502.256283,2293.291962,7657.388225,2102.536929
OBS101362,3.94005,21135.05162,18674.74195,18297.10378,32661.32236,4726.170574,873.5253688,4507.900235,5209.314432,7849.304591,4735.274808
OBS101363,2.30537,28598.22865,11739.93714,12758.93679,18728.01932,3298.433779,1040.591787,9320.917321,1926.11166,5573.09749,5865.122363
OBS101364,2.52774,29393.87444,9402.705265,12356.20922,30760.63763,4431.788553,3103.191178,9197.566193,4856.572983,5583.312999,1963.312622
OBS101365,3.35201,28011.44574,13485.58993,20950.52889,,4595.219814,3404.203643,10148.19653,3260.980926,6476.295726,8504.652874
OBS101366,3.16736,22771.56667,11272,13544.33333,23466,3607.25,1225.33333,4789.58667,4818.58667,5927.51333,2065.04
OBS101367,2.95893,27352.02241,16154.785,15988.77353,26678.10782,3987.764158,3227.555338,8223.232366,4800.279234,3125.677164,3593.107936
OBS101368,3.25248,20729.06274,2916.853802,16376.47083,18031.22412,338.6286056,208.5923536,9469.004408,4909.543137,2095.604148,2651.942466
OBS101369,3.03105,23038.02823,11501.23301,15092.65459,30001.06912,2780.77489,4127.063414,4549.829424,1643.987523,1055.320852,2222.080221
OBS101370,4.41527,11448.17186,7302.104694,7952.005458,13573.95466,4148.452031,573.5793991,54.95393468,696.6145033,48.79553505,5297.726911
OBS101371,2.97204,25605.02604,13141.66489,4405.997129,27117.60962,2593.517803,2337.647623,9713.797114,4889.544966,3098.215317,2703.196544
OBS101372,3.34138,26842.33333,16436.33333,16245,30132.66667,3927.33333,2014.66667,7388.66667,4658,8302,3914.66667
OBS101373,2.76666,24082.74244,10854.66724,7860.578766,24251.10865,2645.368209,838.9158971,7272.574022,4706.605361,7756.653867,1037.216925
OBS101374,4.29328,21386.08712,20459.36342,16220.18833,22304.93904,5017.992246,2375.727424,49.12269456,4999.720848,8073.14654,4483.892109
OBS101375,2.44621,27090.10829,10983.54158,10022.07326,24235.65455,5353.536056,1588.143696,8292.101512,5062.538562,1570.396497,4459.911396
OBS101376,2.71734,24556.20887,7555.357222,,20628.38241,3822.314303,2706.733069,6535.86638,5754.740398,5306.155662,910.7525361
OBS101377,2.99522,25907.81249,11952.55955,9808.578197,29577.05306,1694.781304,1272.271839,6824.75878,5006.252787,6403.189182,4482.902499
OBS101378,4.06374,19698.55994,7079.031941,7953.500504,26197.22957,1654.519504,2197.309306,8954.04168,5118.002594,191.9424464,6117.661154
OBS101379,3.27795,17756.52409,5352.096187,6805.872499,13742.41385,2042.769543,2714.407073,8897.740618,3134.501094,82.58053737,120.2645916
OBS101380,2.84876,29096,11249,,25057.5,2810,1706.5,7583.5,5521,5494.5,5515.5
OBS101381,3.48699,20233.96706,16968.34485,11645.57919,22722.74479,2105.528764,1281.66219,4354.038199,4513.296663,5351.891776,1802.875484
OBS101382,3.10794,27457.33333,13888.66667,14519.33333,27696.66667,3868,2244,8000.33333,4424,8286.33333,3771
OBS101383,3.1403,24605.03919,15242.10455,8144.265094,22556.58256,3306.270277,1939.340684,6689.476532,2866.86325,5274.693431,2922.595857
OBS101384,3.57598,24656.5,20110,,30452,4502,87.5,4486,5757.5,7919,1863.5
OBS101385,2.75812,21897.3469,8793.906099,5899.775179,23479.28274,2486.365974,3939.863338,8486.048868,6443.119995,5944.304665,5605.266033
OBS101386,9.62967,3819.5,6088,7671,13704,857,1314.5,0,879,0,769
OBS101387,3.08295,23583.28147,2697.953513,18128.66479,23600.81562,349.0183737,5382.055668,1533.342336,5480.378292,6513.43588,2361.466797
OBS101388,2.5124,33325.60589,6377.075842,14887.33987,31455.28737,3937.505627,1312.504351,10885.2861,4312.188026,6892.828579,5283.183172
OBS101389,5.17561,12124.50578,5954.428169,16770.51246,26376.59376,5409.912928,2667.103906,3514.018321,1684.421747,1609.113892,4974.084815
OBS101390,6.86378,11094.13333,9718.33333,9269.33333,15593,1683.66667,682,2732.33333,1036.33333,1147,3614.46667
OBS101391,3.27795,17365.31256,5909.276466,7786.972272,15544.71624,2929.991599,2610.966022,5841.816147,3576.214939,6.090405521,1915.69532
OBS101392,3.29376,20479,13876.83333,5888.66667,19612.33333,4765.66667,2330.33333,1912.33333,4166.33333,3806.66667,3497.66667
OBS101393,3.23046,24823.98727,17884.72515,,23734.10979,4291.576818,1997.799494,9002.291473,2540.850455,7222.372329,4254.23262
OBS101394,3.55698,23048.12144,15201.0572,12474.97152,14251.53592,3455.375537,349.5805903,5737.50276,2296.803943,8877.265991,2188.923031
OBS101395,19.3144,5562.300064,16589.50048,13660.56905,23263.65276,534.3547808,2475.247443,9220.290097,5685.436207,7198.193106,4361.917622
OBS101396,3.03463,24059.5,14654,13175,26055.5,2489.5,2015,4621,4539,6510.5,3339.5
OBS101397,2.95971,26028.78025,21320.12435,14904.11356,28475.94363,2478.563161,2291.781164,6004.845334,3832.205018,6779.561995,2830.218106
OBS101398,3.28055,26393.64204,17711.09597,10686.1094,26238.49678,1470.443448,3724.95978,4402.423476,4361.360201,4833.92596,7625.654405
OBS101399,2.81083,32036.81627,17688.42785,10556.19774,26095.10458,2695.057275,3275.41887,4474.421113,4241.755982,8276.502735,5442.653247
OBS101400,3.30922,21942.36004,15960.43812,16350.80193,21660.40146,4517.142338,82.36241633,5752.139489,2717.225507,4753.90398,3532.426386
OBS101401,2.90611,26241.90375,17346.62406,13738.26152,30115.5622,3903.448814,85.00590698,8890.764282,4705.275036,7840.901529,3982.444686
OBS101402,2.61484,26314.27376,8854.360443,12318.64541,24626.30366,3749.358573,2294.889945,7750.251762,1395.4453,4256.890851,6468.453917
OBS101403,5.12034,22429.66667,9859.66667,8096,20887.66667,2318.66667,1812.33333,5234.33333,4142.66667,5500.33333,3056.66667
OBS101404,3.10919,31289.87897,18136.70525,18339.9153,30570.20618,5272.60072,2151.333326,10222.13629,3624.801795,9359.468143,4113.802171
OBS101405,2.95893,25853.26417,18449.83205,17908.8185,28135.94097,4666.948863,1820.763287,6401.144244,4587.073295,3442.747361,4577.97318
OBS101406,2.84141,23313.77195,,5911.566158,15943.30054,3104.526667,1882.784239,5354.063152,3595.166836,2136.623045,5720.941581
OBS101407,2.68419,26319.01558,1157.500953,12375.91512,30553.88049,3029.217916,2710.722378,6908.058173,5626.992849,7663.91574,2927.266274
OBS101408,3.30078,26886.19385,16568.13117,19532.03265,25718.82641,4067.023426,2065.206325,8892.059495,4278.652271,6878.040772,7984.230281
OBS101409,5.89196,15270.8068,17593.65736,15536.4019,29728.54524,2972.860715,2954.282592,552.0852367,51.45495819,7560.865804,4161.729279
OBS101410,2.65583,25692.09921,7775.065321,7429.788223,24563.15853,4485.660248,2083.322328,6147.832039,4507.739423,4958.220403,3033.023007
OBS101411,2.58403,29738.7498,15673.7067,12986.03057,25014.07005,2855.695864,3231.343034,9865.371787,4542.501457,5556.970497,3265.010531
OBS101412,22.27637,2610.085559,6266.58017,11183.49121,27408.84978,3592.667253,2693.289714,6148.32637,2592.787477,6080.146842,4968.060206
OBS101413,3.56153,18790.34272,14410.97169,6113.655259,16102.66599,3150.398123,2864.831086,3537.455532,2389.199484,3812.357754,2562.428935
OBS101414,2.62794,30179.30632,10820.60521,15935.79538,33228.00701,3390.444716,3370.365041,8940.717618,5235.327397,3744.890705,5222.810603
OBS101415,3.76345,20329.95614,18928.34776,4549.323133,,4681.873332,1511.706665,5749.787598,2696.320949,4911.825394,1089.016274
OBS101416,35.30157,10302.5,12300,12068.5,14358,984.5,1111,662,2994,3861.5,5331
OBS101417,6.79243,20609.66667,19383.16667,17505.66667,26262.66667,2755.33333,1590,7954.66667,2948,4949.33333,3967
OBS101418,2.33762,31575.52601,12704.0543,15609.91352,28527.66066,4323.059078,1780.418259,10505.49023,5624.165889,3917.507969,378.4693155
OBS101419,3.55698,21597.26375,15000.59219,10479.11656,14942.86747,3239.79117,1116.959229,4998.754126,2190.010316,,2185.042151
OBS101420,3.58061,20364.52108,19459.93985,12929.83836,22408.62665,3462.098684,2275.216325,3189.611096,4070.283898,3627.720081,3569.376017
OBS101421,2.30537,27458.22435,12805.82388,13155.56446,17977.77992,3136.680188,1676.004572,8666.730274,1593.4042,7089.910304,3809.926238
OBS101422,3.15603,16577.09213,7186.043523,9808.934469,19217.41335,4183.204002,2423.608459,9.83077882,4559.641748,55.27084585,5569.116671
OBS101423,2.56109,30217.58472,18225.46835,15336.75,32234.42847,5073.935435,2830.089268,9680.632439,3565.322776,7560.565389,1010.46948
OBS101424,24.96235,3097.388178,13994.18677,11113.64069,16474.52066,3339.872662,752.7477242,5621.13333,3174.9629,4440.506646,3152.89204
OBS101425,3.12412,28125,18848.25,15419,30552.5,4714.5,232.5,8888,5334,7186.5,1769.5
OBS101426,3.69018,20395.285,13972.25,20037,19951.5,2650.5,783,2890.5,4097.5,5891,3942.5
OBS101427,2.82188,25888.49308,16100.16232,14441.83433,36783.04091,2540.027505,2612.032465,6131.660394,3774.811226,7083.745868,2840.814802
OBS101428,3.32611,21011.99257,7705.895882,13960.26609,14043.01675,3370.004502,25.32383274,6825.303371,3146.538359,4099.063559,2995.959373
OBS101429,26.48543,12310,11657.25,8179.5,19856,1985,898,4735,2376.5,1604,6041.5
OBS101430,3.1457,25075.22628,16452.66898,,22901.40649,5153.333488,3047.674383,9303.209548,4395.076279,3593.002528,4965.403929
OBS101431,13.38856,5217.226358,19503.75766,15047.47837,20788.60409,68.90306049,820.795046,99.30649349,59.11708683,4227.354652,6197.51146
OBS101432,4.47025,15751.66667,15169.66667,9506.66667,21466.33333,218.66667,638.33333,5934,0,6828.33333,2022
OBS101433,2.40239,29704.13483,9074.436837,16571.01394,24554.09844,4728.678205,553.1522606,8366.990929,5505.640591,6478.975621,3334.084135
OBS101434,7.98338,8499.384157,21010.16299,9972.571927,15196.91442,2073.513051,990.1722727,23.21279691,5324.100969,146.5623756,4917.244114
OBS101435,3.94005,22055.14808,18584.72371,17434.96451,30108.22094,4532.107291,1530.905309,2679.317265,5177.577315,7675.93297,4592.264567
OBS101436,3.1403,24370.49959,14613.54766,7098.699378,23074.43033,2677.646245,1217.282272,4661.744338,1365.529681,6578.022496,2118.806712
OBS101437,2.98549,25063.155,15351.75,15835.5,26120.5,2929.3,2079.475,6885.22,4768.475,5199.895,2713.455
OBS101438,0.87528,78246.86093,13133.80099,13768.9355,24377.2432,2726.833912,832.4054571,62998.58657,5008.973408,5625.8871,4234.840419
OBS101439,4.78297,16125,13244,8817,21695,3616.5,1527,1716,4201,4977,0
OBS101440,3.59835,,16049.79997,3311.383301,20442.42818,3178.840175,3090.263369,3837.803859,5960.751481,2417.198192,4814.088417
OBS101441,3.35201,26406.8216,14338.70828,20023.9129,71624.09714,3425.993588,2662.245932,10362.18775,3114.143007,7463.710408,9911.069615
OBS101442,15.33656,5295.842251,16952.79309,,23695.75303,3104.959086,1481.689384,3653.78573,5280.254165,5432.799275,3711.718757
OBS101443,3.88164,16164.49714,12961.89817,15588.22515,18196.08067,4926.055603,1654.727521,656.4001133,7.245711012,8552.544941,5256.526565
OBS101444,2.97083,28264.12395,12849.13916,13780.37705,30349.58451,2832.028881,2549.112828,9050.761342,4985.941118,8875.498971,3312.139887
OBS101445,3.03335,22788,11619.16667,9586.33333,21981.33333,3802.66667,687.33333,6376,5201.33333,6290.33333,2013.33333
OBS101446,2.89922,29894,14782.5,14904.5,29363,4445.5,2332,9249,6048.5,7464.5,5157
OBS101447,2.47355,28602.74524,5252.358657,14294.26122,21347.61865,3845.203161,3857.876828,3188.961736,5099.581478,7177.543965,5328.843392
OBS101448,2.87385,25367.085,12063.25,11326,21037,4262.875,0,8349.38,4386.38,4247.27,3611.56
OBS101449,36.55285,1192.126669,4227.071017,12589.99586,24889.79253,76.76553988,77.10874484,1292.593259,303.5575281,112.9092421,4622.057242
OBS101450,8.86125,7258.865398,19086.98731,9974.674055,13942.79955,103.2422787,48.11809759,38.1511174,2849.335188,14.15628677,4757.710576
OBS101451,3.43379,18289.87998,15538.62551,7508.262444,18062.42964,4934.805157,1806.80801,9139.478352,3246.75906,184.8163255,4296.950966
OBS101452,4.51145,17681.97676,20445.13593,19761.61985,18837.77627,14.95064474,1488.771823,2301.071396,5852.322558,6244.588102,1713.642064
OBS101453,3.37596,25863.43088,16560.30509,7347.701585,26853.78369,1828.680173,1780.050093,5977.338936,5992.430639,7659.000414,2344.565389
OBS101454,3.76345,18847.39836,23208.24787,3924.418231,16861.20544,6398.503354,448.8065407,4914.059426,1839.919468,3826.726441,1697.111675
OBS101455,2.88517,24706.83041,8938.021189,,13269.69693,4432.399103,839.9359308,9464.603313,1504.059756,5349.266965,3089.231881
OBS101456,2.17417,34288.90244,14422.57681,15076.16494,27001.03769,5264.60403,2448.400385,8555.424928,6188.125412,7024.257307,4565.460811
OBS101457,2.36683,31169.52441,15429.40736,15031.75861,34142.13205,3272.394411,4269.273088,6846.97421,5163.032662,6662.843144,1224.271893
OBS101458,2.44621,24361.16873,8506.265851,9641.958936,23629.59812,4842.64386,928.5286535,7888.654129,4724.820504,1738.545661,3683.86776
OBS101459,2.81914,25799.53994,10658.08094,13717.14893,27530.6775,4778.628384,2588.970174,8995.183767,1759.047058,2409.517867,4373.84574
OBS101460,4.55506,15936.84,12977.75,7807.5,18066.5,1488,1390,3182.5,4221,4265,1274.53
OBS101461,5.8151,9652.66667,6781.83333,4690.33333,12496.33333,3525,1631.33333,0,3905.33333,0,2554.33333
OBS101462,2.82714,28120.66667,10173.83333,9926.33333,24781.33333,3432.66667,2507,5354.33333,4256,6969.33333,5072.33333
OBS101463,2.5697,27005.94361,6833.181995,13437.87127,27332.35189,2000.63196,2889.458763,5008.52629,5866.02267,7211.832818,3521.572715
OBS101464,2.54313,26490,8024.16667,13048.33333,26688.33333,3394,1870,8075,4454.33333,6961,1159
OBS101465,3.22285,24708.33195,11788.81462,,,1978.385692,2535.465872,4856.417278,5758.798578,3575.85189,5346.776243
OBS101466,2.30537,28647.91417,11657.8459,12487.82951,18533.15907,3179.001047,1185.831364,9246.346697,2180.526796,5847.060761,5523.306241
OBS101467,2.62724,30318.57524,13448.04548,14544.45768,35070.43674,2218.913696,2628.42705,5458.043773,4863.092976,8087.947269,5281.588085
OBS101468,3.03197,22170.26724,9229.068399,12221.82253,17622.90871,4196.40686,16.53315824,4695.387032,5195.566672,7932.114915,5063.698081
OBS101469,69.07104,896.1159521,8349.016438,8634.395278,20858.63595,2249.348522,435.1310456,4155.439016,802.5842314,4935.635523,2668.134843
OBS101470,4.60852,15702.24759,13764.74617,12437.84861,20023.76057,2841.064783,1618.482849,4710.9816,3187.97604,3203.044798,4195.072433
OBS101471,4.19076,20560.5,13115.5,10260,20197.5,3772.5,1542,3988.5,1762,7224.5,2156
OBS101472,39.2973,1026.961673,16071.69972,15684.81128,21255.11626,4116.87045,2539.744612,3241.257835,1139.979357,2675.9904,5701.747588
OBS101473,2.7033,24319.66667,7392.83333,10076.33333,16239.66667,2944.33333,896.33333,7029,3848.33333,5392,3722.33333
OBS101474,2.89218,31309.06718,21828.972,15929.38299,28483.18776,4543.640794,1928.17625,8873.197621,3460.701604,8289.900751,3516.6161
OBS101475,2.44621,26021.09157,9400.215458,10833.8812,24821.03813,4964.779142,1500.615822,7935.522289,4294.995664,794.3044173,4680.291476
OBS101476,2.65734,28856.66463,9327.670532,6735.201012,31085.01427,2559.123617,377.7944934,8527.561174,2862.974364,9495.584904,2468.622633
OBS101477,1.43062,32155.5,13190,12634,34565,3936,2378,8208.5,5106,7443,4493
OBS101478,17.40882,4469.323172,12862.15496,16468.77318,31446.45261,3743.475052,2915.615546,7129.425952,4340.01502,6808.444457,5474.16808
OBS101479,3.03197,21794.20721,8710.335003,12941.43338,15206.72973,4676.850491,3.928880068,5037.975637,5352.065802,7643.3789,6646.609554
OBS101480,2.33762,31413.64762,12777.94235,15477.947,28936.22815,4331.093062,1863.898495,10283.54193,5506.704075,4219.546252,5034.550434
OBS101481,2.36683,30727.96141,16922.04388,15718.53241,33063.84123,3754.95947,3649.293143,8127.5239,4451.48082,7525.229585,2585.080426
OBS101482,18.46061,3168.277316,5790.851503,9435.523041,21370.52105,3261.465517,2034.968333,8978.326833,3261.89337,1199.398154,5555.024715
OBS101483,3.16954,28719.24212,19438.45387,3045.876858,23491.819,5054.084746,2697.655317,5574.560364,2561.526999,7562.496169,4778.811815
OBS101484,3.58025,21412.21173,16658.33485,7925.260221,25343.70691,1728.59139,65.62812381,7972.960306,3901.641547,6720.905917,5730.172437
OBS101485,2.96844,25097.73359,15970.59181,14373.98645,17534.72504,5073.160514,1145.030064,7138.116154,1075.25205,6163.317736,4172.191579
OBS101486,3.06425,27332.66667,16930.5,14972.66667,26638.66667,4181.33333,1567,8162,4581.66667,7861.66667,4459.96333
OBS101487,2.61483,28769.4568,9710.337429,8917.329926,30863.14233,1762.210812,2220.970977,6939.869631,5534.244569,7022.775804,4828.526032
OBS101488,2.79137,27782.81049,14676.52401,13178.08303,30189.14656,6346.667224,810.4718638,10468.14349,4165.892836,6287.708481,4632.038083
OBS101489,7.23307,15491,16030,12522.33333,22591,2788.66667,758.33333,4625.66667,3111,3151,1657.33333
OBS101490,3.90556,16000,8402.75,15147.5,16042.5,4357,2008,2964,3661,0,2378
OBS101491,2.9136,26535.7143,11896.72266,12266.7491,22413.10898,2220.074004,1494.308036,9682.403368,5705.143667,7782.75685,689.3667642
OBS101492,2.41872,30855.16948,8503.391189,11403.22198,26394.03414,3925.271115,2683.01323,9332.848169,5221.751607,8279.689451,1196.909577
OBS101493,3.59761,20143.64847,9797.182189,11182.08247,21010.7465,1082.679374,1559.208243,125.1130551,1860.010419,8310.114997,6768.624206
OBS101494,2.6407,20088.48132,3234.345339,8342.663201,15280.08838,1498.554859,748.8037706,5142.248008,3882.26287,5729.602444,2485.674782
OBS101495,2.55278,25242.33333,9755,9992.66667,32470.33333,2268.66667,1359.33333,7624,2500.66667,5367.33333,3605.33333
OBS101496,2.65583,25084.55236,6100.683421,4845.105947,24491.26633,4220.744712,2543.835503,4363.675718,4443.530017,6809.735569,2211.342007
OBS101497,2.67762,28248.5,9731.75,14351,24600,2859,3050.5,7234,4497.5,5106.5,4991.5
OBS101498,2.95893,28668.17987,15583.17082,15954.61676,25115.88311,3686.617375,2870.449113,6893.602632,4328.363566,4442.197944,3547.678508
OBS101499,4.53916,17410.95103,12022.7835,8587.833364,20685.49433,5551.348433,823.0249139,1961.186329,4723.437701,4000.326709,109.6078778
OBS101500,2.96844,21184.08763,14319.86659,12124.82126,17690.35796,4800.945813,1021.994297,3269.150888,821.0637579,6715.819416,3904.76377
OBS101501,2.83376,25670.82589,14622.73985,11956.19474,18805.48044,4377.104552,1092.636057,7074.485861,5013.853212,7452.894891,3079.452415
OBS101502,5.17561,13295.61926,6486.088605,16837.69166,24699.80684,4943.383733,1983.987761,2742.712234,2885.631691,1248.712725,5752.865615
OBS101503,2.74375,26225.3647,9533.65335,13796.71689,22462.26086,4778.119616,2957.55373,8645.047186,5371.398961,5132.000117,3188.034892
OBS101504,2.5697,27380.20248,6370.054683,12750.9456,26696.55562,1085.652944,3115.085478,4904.125625,6497.727222,8354.453505,2844.210804
OBS101505,3.13452,18671.77646,8124.553256,6796.330956,21617.09396,5167.856174,2807.917504,51.54605522,5391.44024,2556.606271,2623.556764
OBS101506,20.9596,5019.978867,12963.13923,13133.57036,25401.86968,4164.981552,196.4394556,9055.411233,4828.712668,6992.44371,1905.605448
OBS101507,37.85603,1943.732173,11197.86601,5570.165345,21744.11362,3672.88113,714.6087803,8898.364046,2044.552479,6818.971741,3746.40624
OBS101508,14.53611,16886.66667,18081.66667,14861.33333,18830.66667,3192.66667,883.66667,5037.66667,3371.33333,3861,2794
OBS101509,3.23801,24035.34671,14420.41444,11900.39561,38705.18087,3046.911058,526.4895951,7696.619776,4026.355384,7639.20458,1006.343138
OBS101510,3.26504,21612.52272,16413.87173,12140.78211,30296.78183,5280.990428,1993.798083,9176.997968,2663.061886,4161.490811,2313.58231
OBS101511,3.24447,23726.74531,12411.06267,21410.93822,21728.41775,2260.95783,2752.874926,11282.54744,5075.201519,2785.091335,5150.715725
OBS101512,2.26734,28211.04846,1223.371357,9671.672101,28714.17302,2495.640292,3539.54123,3743.07387,5006.980863,7433.137244,5530.175078
OBS101513,2.91699,28531.39913,17838.08566,16486.55382,29113.97775,1795.807318,2056.4579,8221.803127,5647.916866,9795.805594,6303.04511
OBS101514,8.19527,11475.945,20853.75,7237.5,30179.5,3386.55,1231.435,0,4398.96,0,2379.5
OBS101515,2.44621,26930.72837,10819.61161,8765.432905,25826.70735,4962.653741,663.2659,8195.885935,4108.86048,388.7061946,4862.968935
OBS101516,26.29924,2425.062022,8191.274003,15808.61409,25743.14575,3257.570893,1283.570215,9682.05854,3354.877233,68.86754754,2300.871036
OBS101517,7.20248,9088.884412,6336.621071,23729.24559,12555.22319,132.7001923,23.43520987,1295.049922,6958.175897,18.55024624,4392.400191
OBS101518,4.93934,11204.4,13258.75,13654.5,9642,3448,0,0,3337.5,0,4418.9
OBS101519,3.00122,26228.85017,8262.075193,14797.53573,25269.95814,3759.292964,2682.20507,6665.735842,4952.16571,7931.45279,2255.692021
OBS101520,10.46325,11970.5,16199.5,17014,18795,1851.5,0,1447,2719.5,5952.5,0
OBS101521,5.34264,13254,14170.75,15065,19750,4832.5,2079,924,4252.5,649.5,5004.7
OBS101522,2.95893,25475.18067,18634.20336,18441.20129,28368.62897,4929.828107,1685.599494,6046.610317,4644.803569,3260.394283,4643.843274
OBS101523,2.93644,27745.09986,17519.2293,12014.57362,29517.30327,4563.374955,2426.043898,8497.191677,5739.918907,7048.7999,1398.070332
OBS101524,0.60072,32148.67207,16939.13896,11853.46472,33565.04099,4819.457238,2036.815627,9208.767454,4901.461801,7172.979133,3307.727942
OBS101525,6.43289,15917.5,17479,12195,21254,2387.5,1367.5,4940,4899,1794.5,5306.5
OBS101526,5.22311,11224.02482,9315.526965,9657.273834,17370.19732,4588.738798,1023.431282,2046.4298,2019.760462,1724.650957,17.94715404
OBS101527,2.49876,32897.03862,11111.08689,18464.12731,32911.35175,2312.739417,3203.105357,9877.428196,6454.987938,3985.417404,6351.470498
OBS101528,3.1457,25263.77749,16446.61824,11645.14673,21825.08895,4894.683286,2794.022338,9308.1244,4903.074287,3570.341667,4910.254519
OBS101529,4.0824,16557.95,14091,10979,17208,2279.5,1439.5,1796.5,3451.5,5105.5,2330.275
OBS101530,3.1403,25221.45504,16247.79509,9178.733103,23686.53363,3372.960609,2468.353777,6198.78819,2982.717134,4986.680035,3488.160267
OBS101531,3.35201,27410.32928,11747.87836,21013.63265,74102.82687,5431.604512,2178.426233,12250.333,3316.396564,6392.058252,8454.749166
OBS101532,4.45248,17812.16399,17752.4762,11213.72634,22387.9963,3708.157598,2201.57425,12.7061877,4673.404255,6864.863533,17.21348403
OBS101533,3.61396,18072.82263,13194.44032,11007.12785,21561.83311,3840.065274,3263.94294,3031.648783,2680.89104,3190.592739,2561.156551
OBS101534,2.41872,31020.16887,8502.752137,11458.11547,26455.26877,3917.24444,2504.266075,9222.565913,5128.956584,8303.648338,1188.784109
OBS101535,2.46949,26644.2226,13477.82552,7970.981364,24307.0564,4512.323362,157.2861991,6148.17664,4970.160253,8560.95454,2092.795544
OBS101536,4.05893,14374.13131,17344.03238,8885.375394,16196.54289,148.8950089,2776.066966,82.90842642,5358.0824,6464.292749,46.15827779
OBS101537,3.6958,18820.87667,12968.66667,10093,19833.66667,3489,1943,3868,3409.66667,5539.33333,0
